(-1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1);2
(-1, -1, 10, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1);2
(-1, -1, -1, -1, -1, -1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1);2
(-1, -1, -1, -1, -1, -1, -1, -1, 9, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1);2
(-1, -1, -1, -1, -1, -1, -1, -1, -1, 10, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1);2
(-1, -1, -1, -1, -1, -1, -1, -1, -1, 9, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0);2
(-1, -1, -1, -1, -1, 9, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1);2
(-1, -1, 9, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1);2
(-1, -1, -1, 10, -1, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, -1, -1);2
(-1, -1, 9, -1, -1, -1, -1, -1, -1, -1, 10, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1);3
(-1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1);3
(-1, 9, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1);3
(-1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 0, -1);3
(-1, 9, -1, -1, -1, -1, -1, -1, -1, 10, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1);3
(-1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0);3
(9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, -1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1);0
(-1, 9, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1);3
(-1, 9, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1);3
(-1, -1, -1, 10, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1);3
(-1, -1, 10, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1);3
(10, -1, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1);3
(-1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1);3
(-1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1);3
(-1, -1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1);3
(-1, -1, -1, -1, -1, -1, 10, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, -1, -1, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, 10, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1);3
(-1, -1, -1, -1, -1, 10, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, 10, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, 9, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1);3
(-1, -1, -1, -1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1);3
(-1, -1, 9, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1);3
(9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1);3
(-1, -1, 10, -1, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 10, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0);3
(-1, -1, -1, -1, -1, -1, -1, -1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, 9, -1, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0);3
(-1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1);3
(-1, -1, -1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1, -1);3
(-1, 10, -1, -1, -1, -1, -1, -1, -1, -1, 9, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, -1, -1, 9, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0);3
(-1, -1, -1, -1, -1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1);3
(-1, -1, -1, 9, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, 10, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, 9, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0);3
(-1, -1, -1, -1, -1, -1, -1, -1, 10, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0);3
(10, -1, -1, -1, -1, -1, -1, -1, -1, 9, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0);3
(-1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 10, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0);3
(-1, -1, -1, -1, 9, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, -1);3
(-1, -1, 10, -1, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 1, -1, -1, -1, -1, -1, -1);3
(-1, -1, -1, -1, -1, -1, -1, 9, -1, -1, 10, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, 9, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, -1);3
(-1, -1, -1, -1, -1, -1, 9, -1, -1, -1, 10, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1);3
(-1, -1, -1, -1, -1, 9, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1);3
(-1, -1, -1, 10, -1, 9, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1);3
