(<Edge.FR: 8>, -1, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);1
(-1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0);1
(-1, -1, <Edge.BL: 10>, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0);1
(-1, -1, -1, <Edge.BR: 11>, -1, -1, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, -1);1
(-1, -1, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, <Edge.BL: 10>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, <Edge.FR: 8>, -1, <Edge.BR: 11>, <Edge.BL: 10>, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0);1
(<Edge.BR: 11>, -1, -1, -1, <Edge.FR: 8>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);1
(-1, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, -1, -1, <Edge.BL: 10>, <Edge.BR: 11>, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0);1
(-1, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, 0);1
(-1, -1, -1, <Edge.BL: 10>, -1, -1, -1, <Edge.BR: 11>, <Edge.FR: 8>, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, -1);1
(-1, <Edge.FR: 8>, -1, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, <Edge.BL: 10>, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);2
(<Edge.FR: 8>, -1, -1, -1, -1, -1, -1, <Edge.BR: 11>, -1, -1, <Edge.BL: 10>, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1);2
(<Edge.FR: 8>, -1, <Edge.BL: 10>, -1, <Edge.BR: 11>, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1);2
