--------------------D-----DD-----D--------------------;1
---------------------------------D-D--D-----D---------;1
-----------------------------D-----D-----------D-----D;1
-----------D-----D---------D-D------------------------;1
--D-----D------------------D-----D--------------------;1
------D-D------------------------D-D------------------;1
D-----D----------------------D-----D------------------;1
D-D------------------------D-D------------------------;1
---------------------------D-----D-----------D-----D--;1
---------D-----D-----------------D-D------------------;1
------------------D-----D----D-----D------------------;1
---------------------------D-D------D-----D-----------;1
--------------------------DD-----D----D---------------;2
------------------------D-D------D----D---------------;2
-----------------D--D------D-D------------------------;2
--------------------D-----D--------------------D-----D;2
-----------------D--D-----DD--------------------------;2
--------------------------DD-----D-------------D------;2
--------D---------D-----D--------D--------------------;2
--------------------D--------D-----D-----------------D;2
D-----D-------------D-----D---------------------------;2
--D-----------------D-----DD--------------------------;2
-----------D--------------DD-----D--------------------;2
---------------------------D-D---D-D------------------;2
---------------D--D-D------------D--------------------;2
--------------------D------------D-D--------D---------;2
------------------D-D---D-D---------------------------;2
--------------------D-----DD--------D-----------------;2
---------------------------------D-D--------D--D------;2
--------------------------D------D----D-----D---------;2
-----------------------------------D------D-D--D------;2
-----------D-----D--------------------D-----D---------;2
-----------D---------------------D-D--------D---------;2
--------D------------------------D----D-----D---------;2
-----------------D---------D-D--------D---------------;2
------D----------------------------DD-----D-----------;2
D-D-----------------------------------D-----D---------;2
---------------------------------D----D-----DD--------;2
-----------------------------D-----D--D--------------D;2
------------------------D----------DD-D---------------;2
------------------------------------D-D---D-D---------;2
-----------D-----------------D-----D-----------------D;2
-----------------------------------D--------D--D-----D;2
-----------D-----------------D---------------------D-D;2
--D-----D--------------------------------------D-----D;2
------D----------------------------D-----------D-----D;2
D----------------------------D---------------D-----D--;2
---------------------------------------------D-D---D-D;2
---------D-------------------------D-----------D-----D;2
-----------------D---------D-D-----------------D------;2
-----------------------------D------------D--D-D------;2
---------------D-D--D------D--------------------------;2
-----------D-----D-----------D-----------------------D;2
--D------D-----D-----------D--------------------------;2
------D-D--D-----D------------------------------------;2
D----------D-----D-----------D------------------------;2
---------D-D---------------D-----------------------D--;2
---------D-D---D-D------------------------------------;2
-----------D-----DD----------D------------------------;2
------D-D------------------D-----D--------------------;2
--D------------D-----------------D----D---------------;2
--D-----D------------------D-D------------------------;2
--------D--------D---------D--------D-----------------;2
D-----D--------------------D-----D--------------------;2
--D-----D--------------------D-----D------------------;2
D-D---D-D---------------------------------------------;2
D-D------------------------D-----D--------------------;2
--D-----D------------------------D-D------------------;2
--D-----D---------D-----D-----------------------------;2
D-----D--------------------------D-D------------------;2
------D-------------------D------D-----------D--------;2
--------D---------------D----------D-----------D------;2
D-D------------------------------D-D------------------;2
------D-D------------------D-D------------------------;2
------D-D--------------------D-----D------------------;2
------D-D---------------------------D-----D-----------;2
D-D--------------------------D-----D------------------;2
D--------D-------------------------D--------D---------;2
------D----D-----------------D------------D-----------;2
D-----D--------------------------------------D-----D--;2
D-----D--------------------D-D------------------------;2
D-------------------D------D-----------------------D--;2
--D---------------D----------D-----------------------D;2
D-D------D-----D--------------------------------------;2
---------D-----------------D-----D-----------------D--;2
---------------------------------D----D------D-----D--;2
---------------------------D-D------------D--D--------;2
-----------------D---------D-----------------D-D------;2
------------------D--------D-----D-----------------D--;2
--------D------------------------D-----------D-----D--;2
------------------------D----D-----D---------D--------;2
--D------------------------D-------------------D-----D;2
---------------------------D-----D--D--------------D--;2
---------------D-----------------D-----------D-----D--;2
---------------D-----------------D-D---------D--------;2
------------------D-----D--------------------D-----D--;2
---------------------------D--------D--------------D-D;2
---------------D--D--------------D-D------------------;2
---------D-D--------------D------D--------------------;2
---------D-----D-------------------D-----------D------;2
---------------D-----------------D-DD-----------------;2
--------D--D-----D---------------D--------------------;2
---------D-----------------D-D------------D-----------;2
------D--D-----D-------------------D------------------;2
---------------D-D---------------D-----------D--------;2
---------D--------------D----D-----D------------------;2
---------D-----D--------D----------D------------------;2
---------D-----D--------------------D-----D-----------;2
------------------------D----D-----DD-----------------;2
------------------D-D--------------D--------D---------;2
-----------D------D-----D----D------------------------;2
------D-------------D-----D--------D------------------;2
D-----------------D-----D----D------------------------;2
---------D--------------D-D--------D------------------;2
------------------D--------D-D------------D-----------;2
------------------D-----D----D------------D-----------;2
--------------------D------D--------D-----D-----------;2
-----------------------------D------D-D--------------D;2
--D------------------------D--------D-----D-----------;2
D----------------------------D--------D-----D---------;2
---------------------------D--------D-----D--------D--;2
------------------D----------D------------D-D---------;2
--------D------------------D-----D----D---------------;3
--------D---------------D--------D----D---------------;3
--------------------------D-----------------D--D-----D;3
-----------------D--------DD----------D---------------;3
---------------------------D-----D----D------D--------;3
--------D------D--D--------------D--------------------;3
